name,price_usd,price_inr,positive_reviews,negative_reviews,user_rating_pct,jes,category,joy_per_1000_inr,rank_in_category
Kingdom Come: Deliverance II,59.99,4979.17,96279,6058,94.08034239815512,0.0188909901465522,AAA,18.890990146552248,5.0
DayZ,49.99,4149.17,330349,99903,76.78035197977,0.0185005317805704,Indie/AA,18.500531780570437,1451.0
Lies of P,59.99,4979.17,48336,4149,92.0948842526436,0.0184923173812628,AAA,18.492317381262808,6.0
"Warhammer 40,000: Inquisitor - Martyr",49.99,4149.17,16053,5097,75.90070921985816,0.0182885783521779,Indie/AA,18.2885783521779,1452.0
Persona® 5 Strikers,59.99,4979.17,14384,1932,88.15886246629076,0.0177019785401483,AAA,17.70197854014838,7.0
X Rebirth,29.99,2489.17,3166,4102,43.56081452944414,0.017493108715246,Indie/AA,17.493108715246002,1453.0
Super Robot Wars 30,59.99,4979.17,5285,817,86.61094723041626,0.017391162797739,AAA,17.391162797739085,8.0
Mortal Kombat 1,49.99,4149.17,25879,11246,69.7077441077441,0.0167963587293397,Indie/AA,16.796358729339786,1454.0
SOULCALIBUR VI,59.99,4979.17,11147,2394,82.32036038697291,0.0165296285843601,AAA,16.529628584360154,9.0
Marvel's Midnight Suns,59.99,4979.17,17871,4003,81.69973484502148,0.0164050092356328,AAA,16.405009235632818,10.0
Forza Motorsport,34.99,2904.17,4749,5236,47.561342013019534,0.0163712767283909,Indie/AA,16.37127672839095,1455.0
Anno 1800,59.99,4979.17,20368,4723,81.17651747638595,0.0162999490933815,AAA,16.299949093381542,11.0
Far Cry® 5,59.99,4979.17,140377,33100,80.91966081958991,0.016248373212077,AAA,16.248373212077077,12.0
Victoria 3,49.99,4149.17,35043,17575,66.59888251168802,0.0160472661389022,Indie/AA,16.047266138902266,1456.0
Call of Duty®: Modern Warfare®,59.99,4979.17,16610,4378,79.14046121593292,0.0158911164108721,AAA,15.8911164108721,13.0
Like a Dragon: Infinite Wealth,69.99,5809.169999999999,18253,1666,91.63612631156182,0.0157716773023098,AAA,15.771677302309886,14.0
Indiana Jones and the Great Circle,69.99,5809.169999999999,12787,1322,90.63009426607132,0.0155985271112671,AAA,15.598527111267195,15.0
Undisputed,49.99,4149.17,12158,7191,62.83528864540803,0.0151404131988347,Indie/AA,15.140413198834752,1457.0
DOOM: The Dark Ages,69.99,5809.169999999999,18891,2780,87.17179640994878,0.0150033125381785,AAA,15.003312538178536,16.0
Dragon Age™: The Veilguard,59.99,4979.17,28118,12361,69.46317843820252,0.0139479532703105,AAA,13.947953270310556,17.0
Call of Duty®: WWII,59.99,4979.17,30055,13278,69.3582258325064,0.0139268791692866,AAA,13.926879169286671,18.0
Back 4 Blood,59.99,4979.17,46833,21608,68.42828129337678,0.0137401496923552,AAA,13.740149692355237,19.0
The Crew Motorfest,69.99,5809.169999999999,6295,1732,78.42282297246793,0.0134975091903451,AAA,13.497509190345196,20.0
The Callisto Protocol™,59.99,4979.17,25601,13829,64.92772001014457,0.0130372497344758,AAA,13.037249734475845,21.0
Call of Duty®: Advanced Warfare - Gold Edition,59.99,4979.17,16240,8817,64.81222811988665,0.0130140593834922,AAA,13.01405938349226,22.0
Romance of the Three Kingdoms XIII,59.99,4979.17,4203,3132,57.30061349693252,0.01150575452182,AAA,11.505754521820045,23.0
Call of Duty®: WWII,59.99,4979.17,11394,8523,57.20741075463173,0.0114870397505771,AAA,11.487039750577134,24.0
Capcom Arcade Stadium,59.99,4979.17,2397,2010,54.39074200136147,0.0109214629222218,AAA,10.921462922221824,25.0
TEKKEN 8,59.99,4979.17,33020,28048,54.07087181502588,0.0108572341536585,AAA,10.857234153658586,26.0
Forspoken,69.99,5809.169999999999,5045,3061,62.23784850727856,0.0107118808068057,AAA,10.71188080680575,27.0
Need for Speed™ Unbound,69.99,5809.169999999999,29906,19702,60.284631511046605,0.0103757087161041,AAA,10.375708716104109,28.0
VEGAS Pro 18 Edit Steam Edition,149.99,12449.17,478,1859,20.4535729567822,0.0016428348333221,AAA,1.6428348333221312,29.0
Heart of a Warrior,10.99,912.17,0,1,0.0,0.0,Indie/AA,0.0,1458.0
